,modelo,km,potencia,fecha_registro,tipo_gasolina,color,tipo_coche,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,fecha_venta
2610,316,133648.0,85.0,2012-06-01,diesel,brown,sedan,True,True,True,False,True,False,True,False,12400.0,2018-02-01
2611,525,230264.0,85.0,1997-07-01,diesel,black,sedan,False,False,False,False,False,False,True,False,200.0,2018-08-01
2612,525,171262.0,150.0,2011-08-01,diesel,black,sedan,True,True,False,False,False,False,True,True,16100.0,2018-02-01
2613,520,207133.0,120.0,2012-04-01,diesel,black,sedan,True,True,False,False,False,True,True,False,11000.0,2018-08-01
2614,520,141639.0,140.0,2014-09-01,diesel,grey,sedan,True,True,True,False,True,True,True,True,22100.0,2018-02-01
2615,520,17024.0,140.0,2016-03-01,diesel,grey,sedan,False,False,False,False,False,False,False,True,26900.0,2018-02-01
2616,520,129929.0,135.0,2012-01-01,diesel,black,sedan,True,True,False,False,True,False,True,True,16800.0,2018-06-01
2617,320,161522.0,135.0,2012-09-01,diesel,brown,sedan,False,True,False,False,False,False,True,True,13300.0,2018-02-01
2618,520,123940.0,120.0,2013-03-01,diesel,black,sedan,True,True,False,False,True,False,True,False,15800.0,2018-02-01
2619,518,181271.0,112.0,2014-09-01,diesel,white,sedan,True,True,True,False,True,False,True,True,19600.0,2018-02-01
2620,525,229171.0,155.0,2012-09-01,diesel,grey,sedan,True,True,True,False,True,False,True,True,16300.0,2018-02-01
2621,320,98740.0,120.0,2010-07-01,diesel,grey,sedan,False,False,False,False,False,False,True,False,8700.0,2018-03-01
2622,520,89102.0,120.0,2013-01-01,diesel,black,sedan,True,True,False,False,False,False,True,True,18800.0,2018-02-01
2623,520,93358.0,130.0,2009-03-01,diesel,black,sedan,True,True,True,False,True,False,True,True,12500.0,2018-02-01
2624,318,211224.0,105.0,2014-02-01,diesel,silver,sedan,True,True,False,False,True,False,True,True,13200.0,2018-02-01
2625,520,186493.0,120.0,2013-07-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,16800.0,2018-02-01
2626,520,134329.0,135.0,2014-06-01,diesel,black,sedan,True,True,False,True,True,True,True,True,23300.0,2018-02-01
2627,320,223093.0,135.0,2013-07-01,diesel,black,sedan,True,True,True,False,False,False,True,True,14500.0,2018-02-01
2628,320,141977.0,135.0,2012-06-01,petrol,black,sedan,False,True,False,False,False,False,True,True,12700.0,2018-02-01
2629,320,128360.0,135.0,2014-05-01,diesel,brown,sedan,False,False,False,False,True,True,True,False,16500.0,2018-02-01
2630,530,112197.0,190.0,2014-03-01,diesel,black,sedan,True,True,False,True,True,True,True,True,24600.0,2018-02-01
2631,520,150262.0,135.0,2013-10-01,diesel,silver,sedan,True,True,False,False,True,False,True,True,19600.0,2018-02-01
2632,318,170985.0,105.0,2013-01-01,diesel,black,sedan,False,True,False,False,False,False,True,False,10600.0,2018-02-01
2633,520,171778.0,135.0,2012-10-01,diesel,blue,sedan,True,True,True,False,True,True,True,True,18800.0,2018-07-01
2634,520,107714.0,140.0,2014-08-01,diesel,black,sedan,False,True,False,False,True,False,True,False,16800.0,2018-02-01
2635,320,123428.0,135.0,2013-07-01,diesel,grey,sedan,False,False,False,True,False,False,True,False,12900.0,2018-06-01
2636,320,161335.0,135.0,2014-09-01,diesel,white,sedan,False,False,False,False,False,False,False,True,800.0,2018-02-01
2637,318,144839.0,100.0,2015-10-01,diesel,black,sedan,True,True,False,False,True,True,True,True,15700.0,2018-02-01
2638,730,181982.0,155.0,2012-04-01,diesel,black,sedan,True,True,True,False,True,False,True,True,19800.0,2018-02-01
2639,640 Gran Coupé,103982.0,230.0,2015-07-01,diesel,grey,sedan,True,True,True,True,True,False,True,True,40700.0,2018-04-01
2640,520,129287.0,135.0,2012-09-01,diesel,black,sedan,True,True,False,False,False,False,True,True,16700.0,2018-02-01
2641,318,384170.0,85.0,2003-08-01,diesel,blue,sedan,True,False,False,False,False,False,True,False,1900.0,2018-02-01
2642,520,166318.0,135.0,2011-11-01,diesel,grey,sedan,True,True,True,False,True,True,True,True,16900.0,2018-02-01
2643,318,127412.0,100.0,2012-06-01,diesel,black,sedan,True,True,False,False,False,False,True,False,11800.0,2018-02-01
2644,520,212548.0,120.0,2010-08-01,diesel,grey,sedan,True,True,True,False,False,False,True,True,13200.0,2018-02-01
2645,520,136026.0,110.0,2007-04-01,diesel,blue,sedan,True,True,False,False,False,False,True,True,7200.0,2018-02-01
2646,318,106526.0,105.0,2013-05-01,diesel,silver,sedan,True,False,False,False,False,False,True,False,12300.0,2018-02-01
2647,320,206433.0,135.0,2013-05-01,diesel,black,sedan,False,True,False,True,False,False,True,False,11600.0,2018-02-01
2648,520,171086.0,135.0,2014-05-01,diesel,white,sedan,False,True,False,False,True,False,True,True,21700.0,2018-02-01
2649,320,206615.0,135.0,2013-12-01,diesel,white,sedan,False,True,False,False,True,True,True,True,16200.0,2018-04-01
2650,530,96830.0,190.0,2014-08-01,diesel,black,sedan,True,True,False,True,True,True,True,True,26100.0,2018-02-01
2651,520,161554.0,120.0,2013-04-01,diesel,silver,sedan,True,True,False,False,True,False,True,False,15100.0,2018-02-01
2652,525,171823.0,150.0,2010-07-01,diesel,brown,sedan,True,True,True,False,False,False,True,False,12300.0,2018-03-01
2653,520,92281.0,120.0,2012-03-01,diesel,black,sedan,True,True,True,False,True,True,True,True,18000.0,2018-02-01
2654,318,147513.0,90.0,2006-04-01,diesel,grey,sedan,False,False,False,False,False,False,True,False,5400.0,2018-02-01
2655,318,153749.0,100.0,2013-08-01,diesel,black,sedan,False,True,False,False,False,False,True,True,13100.0,2018-02-01
2656,320,113340.0,135.0,2012-11-01,diesel,grey,sedan,True,False,True,True,True,False,True,True,15200.0,2018-03-01
2657,520,164047.0,140.0,2015-01-01,diesel,brown,sedan,True,True,False,False,True,False,True,True,21500.0,2018-02-01
2658,318 Gran Turismo,147958.0,100.0,2014-03-01,diesel,grey,sedan,False,True,False,False,False,False,True,False,11100.0,2018-02-01
2659,320,123083.0,120.0,2013-07-01,diesel,blue,sedan,False,True,False,False,True,False,True,False,15500.0,2018-02-01
2660,320,170879.0,122.0,2013-02-01,diesel,grey,sedan,True,True,False,False,True,False,True,False,12500.0,2018-02-01
2661,520,89985.0,135.0,2013-09-01,diesel,grey,sedan,False,True,False,False,True,False,True,True,14400.0,2018-04-01
2662,525,167286.0,155.0,2013-02-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,18800.0,2018-02-01
2663,520,164519.0,120.0,2012-03-01,diesel,grey,sedan,True,True,False,False,False,False,True,False,14900.0,2018-02-01
2664,316,156998.0,85.0,2014-03-01,diesel,grey,sedan,True,True,False,False,False,False,True,False,10600.0,2018-02-01
2665,325,136554.0,160.0,2014-02-01,diesel,black,sedan,True,True,False,False,False,False,True,False,20800.0,2018-02-01
2666,520,127593.0,135.0,2013-01-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,19000.0,2018-02-01
2667,318,44668.0,100.0,2014-04-01,diesel,blue,sedan,True,True,False,False,False,False,True,False,17300.0,2018-02-01
2668,320 Gran Turismo,55142.0,135.0,2013-09-01,diesel,blue,sedan,False,False,False,False,False,False,False,True,22600.0,2018-02-01
2669,530,225618.0,190.0,2013-11-01,diesel,black,sedan,False,True,False,True,False,False,True,True,21400.0,2018-02-01
2670,320,194373.0,120.0,2012-08-01,diesel,black,sedan,True,False,False,False,False,False,True,True,12500.0,2018-02-01
2671,318,122823.0,105.0,2014-01-01,diesel,white,sedan,False,True,False,False,True,False,True,False,12500.0,2018-02-01
2672,320,102856.0,135.0,2014-05-01,diesel,black,sedan,False,True,False,True,False,False,True,True,19400.0,2018-02-01
2673,520,92154.0,120.0,2012-05-01,diesel,grey,sedan,True,True,False,False,False,False,True,True,16500.0,2018-02-01
2674,M550,116586.0,280.0,2014-09-01,diesel,blue,sedan,True,True,True,True,False,True,True,True,36700.0,2018-02-01
2675,316,171722.0,87.0,2012-09-01,diesel,black,sedan,False,False,False,False,False,False,True,False,10400.0,2018-02-01
2676,520,149337.0,120.0,2012-11-01,diesel,black,sedan,True,True,True,False,True,False,True,False,15000.0,2018-02-01
2677,320,73456.0,120.0,2013-05-01,diesel,brown,sedan,True,True,False,False,True,False,True,True,17500.0,2018-08-01
2678,530,5578.0,195.0,2016-11-01,diesel,grey,sedan,True,True,True,False,False,True,True,True,62500.0,2018-02-01
2679,525,171542.0,160.0,2014-08-01,diesel,black,sedan,False,True,False,False,True,False,True,True,18900.0,2018-02-01
2680,640 Gran Coupé,47317.0,230.0,2015-12-01,diesel,black,sedan,True,True,True,True,False,False,True,True,44600.0,2018-02-01
2681,530,161547.0,190.0,2014-08-01,diesel,black,sedan,False,True,True,False,True,False,True,True,20500.0,2018-02-01
2682,730,181873.0,155.0,2004-01-01,diesel,black,sedan,True,True,False,False,True,False,True,True,5700.0,2018-02-01
2683,318,122576.0,100.0,2012-08-01,diesel,blue,sedan,False,True,False,False,False,False,True,True,11400.0,2018-02-01
2684,320,58264.0,135.0,2014-03-01,diesel,black,sedan,False,True,False,True,False,False,True,True,19500.0,2018-02-01
2685,520,168829.0,120.0,2014-04-01,diesel,black,sedan,True,True,False,False,True,False,True,True,20000.0,2018-08-01
2686,535,108675.0,230.0,2014-04-01,diesel,grey,sedan,False,True,False,False,False,True,True,True,30600.0,2018-02-01
2687,518,167128.0,112.0,2014-08-01,diesel,blue,sedan,False,True,True,False,True,False,True,True,15900.0,2018-02-01
2688,320,141751.0,120.0,2013-07-01,diesel,brown,sedan,False,True,False,False,True,False,True,True,14100.0,2018-02-01
2689,740,185874.0,225.0,2011-12-01,diesel,black,sedan,True,True,True,False,True,False,True,True,22600.0,2018-02-01
2690,520,179134.0,120.0,2012-08-01,diesel,grey,sedan,True,True,True,False,True,False,True,False,13100.0,2018-02-01
2691,320,226813.0,100.0,2000-06-01,diesel,silver,sedan,False,False,True,False,True,False,True,False,1000.0,2018-02-01
2692,520,154617.0,120.0,2015-02-01,diesel,white,sedan,True,True,False,False,True,False,True,True,23200.0,2018-02-01
2693,320,60959.0,120.0,2012-08-01,diesel,grey,sedan,False,False,False,False,False,False,False,False,14500.0,2018-02-01
2694,118,149173.0,105.0,2013-11-01,diesel,black,sedan,False,True,False,False,True,False,True,True,13400.0,2018-02-01
2695,518,192035.0,100.0,2014-02-01,diesel,silver,sedan,True,True,True,False,True,False,True,True,17400.0,2018-02-01
2696,520,156841.0,120.0,2012-04-01,diesel,brown,sedan,True,True,False,False,False,False,True,True,15100.0,2018-02-01
2697,318,125465.0,105.0,2014-05-01,diesel,blue,sedan,False,True,False,True,False,False,True,False,14400.0,2018-02-01
2698,530,251476.0,160.0,2005-06-01,diesel,silver,sedan,True,True,False,False,True,False,True,True,5600.0,2018-06-01
2699,525,215503.0,155.0,2012-10-01,diesel,silver,sedan,True,True,False,True,True,True,True,True,19800.0,2018-07-01
2700,520,163143.0,135.0,2012-05-01,diesel,grey,sedan,True,True,False,False,False,True,True,True,17300.0,2018-02-01
2701,740,202920.0,240.0,2009-04-01,petrol,silver,sedan,True,True,True,False,True,True,True,True,18200.0,2018-02-01
2702,525,139680.0,160.0,2005-11-01,petrol,blue,sedan,True,True,False,False,True,True,True,True,9400.0,2018-02-01
2703,520 Gran Turismo,123306.0,135.0,2013-07-01,diesel,silver,sedan,True,True,False,False,True,False,True,True,21900.0,2018-02-01
2704,320,189055.0,135.0,2012-09-01,diesel,black,sedan,True,True,False,False,True,False,True,True,15200.0,2018-02-01
2705,318,232154.0,100.0,2007-10-01,diesel,black,sedan,False,True,False,False,False,False,True,False,5600.0,2018-02-01
2706,535,61948.0,230.0,2013-07-01,diesel,black,sedan,True,True,True,True,True,True,True,True,34000.0,2018-02-01
2707,520,138897.0,135.0,2014-03-01,diesel,white,sedan,False,True,False,False,True,False,True,True,19400.0,2018-02-01
2708,520,91892.0,135.0,2014-03-01,diesel,black,sedan,True,True,False,False,True,True,True,True,22700.0,2018-04-01
2709,320,124823.0,125.0,2013-05-01,petrol,black,sedan,False,True,False,False,False,False,True,False,9800.0,2018-02-01
2710,320,187662.0,120.0,2012-10-01,diesel,black,sedan,False,True,False,False,True,False,True,True,13200.0,2018-02-01
2711,520,155824.0,120.0,2012-05-01,diesel,grey,sedan,True,True,False,False,False,False,True,True,13100.0,2018-04-01
2712,420 Gran Coupé,69585.0,140.0,2016-03-01,diesel,black,sedan,True,True,False,False,True,True,True,True,26500.0,2018-02-01
2713,320,172734.0,110.0,2006-05-01,petrol,blue,sedan,True,True,True,False,False,False,True,True,3800.0,2018-02-01
2714,318,49664.0,100.0,2011-01-01,diesel,white,sedan,True,False,False,False,False,False,True,True,10700.0,2018-02-01
2715,535 Gran Turismo,121495.0,230.0,2014-10-01,diesel,white,sedan,True,True,False,False,True,True,True,True,28600.0,2018-02-01
2716,535,112236.0,230.0,2013-11-01,diesel,black,sedan,True,True,True,False,True,True,True,True,26200.0,2018-02-01
2717,525,185693.0,120.0,2003-07-01,diesel,silver,sedan,True,False,False,False,False,False,True,True,2400.0,2018-02-01
2718,520,131102.0,135.0,2012-09-01,diesel,silver,sedan,True,True,False,False,True,False,True,True,18800.0,2018-02-01
2719,320,155526.0,120.0,2014-08-01,diesel,grey,sedan,False,False,False,False,False,False,False,True,15100.0,2018-02-01
2720,520,124629.0,135.0,2013-01-01,diesel,white,sedan,True,False,False,False,False,False,True,False,14500.0,2018-02-01
2721,530,178938.0,190.0,2014-09-01,diesel,grey,sedan,False,False,False,False,False,False,False,True,17100.0,2018-02-01
2722,518,183177.0,100.0,2013-11-01,diesel,black,sedan,True,True,False,False,False,False,True,False,14300.0,2018-02-01
2723,M550,118975.0,280.0,2015-03-01,diesel,blue,sedan,True,True,True,True,False,True,True,True,43000.0,2018-02-01
2724,316,167672.0,85.0,2013-04-01,diesel,brown,sedan,True,True,False,False,False,False,True,True,13200.0,2018-02-01
2725,520,92136.0,140.0,2015-03-01,diesel,white,sedan,True,True,False,False,True,True,True,True,24600.0,2018-02-01
2726,320,98755.0,120.0,2013-01-01,diesel,brown,sedan,True,True,False,False,False,False,True,False,14800.0,2018-02-01
2727,525,198148.0,150.0,2011-01-01,diesel,grey,sedan,True,True,True,False,False,False,True,True,10600.0,2018-02-01
2728,520,90668.0,135.0,2014-01-01,diesel,black,sedan,False,False,False,False,False,False,False,False,18700.0,2018-02-01
2729,535,88912.0,220.0,2011-01-01,diesel,grey,sedan,True,True,False,False,True,True,True,True,22000.0,2018-02-01
2730,320,186743.0,110.0,2007-01-01,diesel,black,sedan,False,True,False,False,False,False,True,False,7400.0,2018-08-01
2731,530,185074.0,190.0,2014-01-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,20500.0,2018-02-01
2732,316,95241.0,85.0,2012-11-01,diesel,blue,sedan,False,True,False,False,False,False,True,False,12000.0,2018-02-01
2733,528,134952.0,180.0,2015-01-01,petrol,blue,sedan,False,True,False,False,True,True,True,True,22000.0,2018-02-01
2734,535,124805.0,230.0,2014-03-01,diesel,black,sedan,True,True,False,False,False,True,True,True,31900.0,2018-02-01
2735,530,115597.0,190.0,2013-04-01,diesel,black,sedan,True,True,False,False,True,False,True,True,22600.0,2018-04-01
2736,520,121156.0,120.0,2012-10-01,diesel,brown,sedan,True,True,False,False,True,False,True,False,13100.0,2018-03-01
2737,640 Gran Coupé,243596.0,230.0,2013-11-01,diesel,grey,sedan,True,True,False,False,False,False,True,True,27900.0,2018-03-01
2738,740,141089.0,230.0,2013-12-01,diesel,black,sedan,True,True,True,True,True,True,True,True,33300.0,2018-03-01
2739,316,226112.0,77.0,2000-03-01,petrol,green,sedan,False,False,False,False,False,False,False,False,800.0,2018-03-01
2740,320,113937.0,120.0,2013-01-01,diesel,white,sedan,True,False,False,True,True,True,True,True,18100.0,2018-03-01
2741,520,137917.0,120.0,2009-09-01,diesel,black,sedan,True,True,False,False,True,False,True,True,10700.0,2018-03-01
2742,530 Gran Turismo,54696.0,190.0,2014-02-01,diesel,grey,sedan,True,True,True,True,True,False,True,True,35300.0,2018-03-01
2743,316,106434.0,85.0,2013-07-01,diesel,brown,sedan,True,True,True,False,False,False,True,False,11700.0,2018-03-01
2744,318,158091.0,100.0,2014-05-01,diesel,blue,sedan,False,True,False,False,False,True,True,False,12300.0,2018-09-01
2745,520,181916.0,120.0,2012-01-01,diesel,brown,sedan,True,True,False,False,True,True,True,True,18600.0,2018-03-01
2746,520,130384.0,120.0,2012-11-01,diesel,blue,sedan,True,True,False,False,False,False,True,False,14900.0,2018-04-01
2747,518,198146.0,100.0,2014-03-01,diesel,black,sedan,True,True,False,False,True,False,True,False,14900.0,2018-03-01
2748,530,133036.0,190.0,2012-08-01,diesel,black,sedan,True,True,True,True,True,True,True,True,20200.0,2018-03-01
2749,318 Gran Turismo,97677.0,105.0,2014-03-01,diesel,white,sedan,False,False,False,False,False,False,True,False,15200.0,2018-03-01
2750,520,137936.0,135.0,2014-04-01,diesel,grey,sedan,True,True,True,False,True,True,True,False,17400.0,2018-03-01
2751,316,92395.0,85.0,2013-12-01,diesel,black,sedan,False,False,False,False,False,False,False,True,13600.0,2018-03-01
2752,525,98410.0,160.0,2014-05-01,diesel,blue,sedan,False,True,False,False,True,True,True,True,29200.0,2018-03-01
2753,320,268906.0,100.0,2000-01-01,diesel,silver,sedan,False,False,False,False,False,False,True,False,700.0,2018-03-01
2754,520,181638.0,135.0,2011-10-01,petrol,blue,sedan,False,True,False,False,False,False,True,True,13800.0,2018-03-01
2755,520,116727.0,135.0,2012-11-01,diesel,black,sedan,False,True,False,False,True,False,True,True,17700.0,2018-03-01
2756,520,87191.0,135.0,2013-09-01,diesel,black,sedan,True,True,False,False,True,False,True,True,21500.0,2018-08-01
2757,730,102531.0,190.0,2013-12-01,diesel,black,sedan,True,True,True,True,True,True,True,True,34300.0,2018-03-01
2758,320,162264.0,135.0,2013-09-01,diesel,grey,sedan,True,True,False,False,False,True,True,False,12700.0,2018-08-01
2759,535,97568.0,220.0,2011-01-01,diesel,grey,sedan,True,True,False,False,True,True,True,True,25000.0,2018-06-01
2760,320,58679.0,120.0,2013-03-01,diesel,black,sedan,False,False,False,False,False,False,False,True,15700.0,2018-03-01
2761,320,139125.0,135.0,2013-07-01,diesel,black,sedan,True,True,False,True,True,True,True,False,15800.0,2018-03-01
2762,320,133160.0,135.0,2012-12-01,diesel,white,sedan,False,True,False,True,True,True,True,True,19200.0,2018-03-01
2763,318,103290.0,100.0,2010-02-01,diesel,grey,sedan,True,True,False,False,False,False,True,True,10800.0,2018-03-01
2764,520,190311.0,120.0,2011-06-01,diesel,blue,sedan,True,True,False,False,True,False,True,False,14000.0,2018-03-01
2765,318,136810.0,100.0,2013-04-01,diesel,white,sedan,False,True,False,False,True,True,True,False,15600.0,2018-03-01
2766,520,98278.0,120.0,2012-08-01,diesel,grey,sedan,False,True,False,False,False,False,True,False,14400.0,2018-06-01
2767,320 Gran Turismo,149132.0,135.0,2013-11-01,diesel,white,sedan,False,True,False,False,True,True,True,False,17300.0,2018-03-01
2768,320,201690.0,120.0,2013-07-01,diesel,white,sedan,False,True,False,False,True,False,True,True,15300.0,2018-03-01
2769,320,92242.0,120.0,2013-06-01,diesel,brown,sedan,True,True,False,False,True,False,True,True,13900.0,2018-03-01
2770,120,100868.0,135.0,2013-07-01,diesel,black,sedan,False,True,False,False,True,True,True,True,16700.0,2018-04-01
2771,316,146951.0,66.0,1990-03-01,petrol,white,sedan,False,False,False,False,False,False,False,False,1300.0,2018-04-01
2772,320,91131.0,135.0,2013-09-01,diesel,grey,sedan,False,False,False,False,False,False,False,True,12400.0,2018-04-01
2773,320,129057.0,120.0,2008-07-01,diesel,black,sedan,True,True,False,False,False,False,True,True,7600.0,2018-03-01
2774,318 Gran Turismo,171131.0,105.0,2014-03-01,diesel,grey,sedan,False,True,False,False,False,True,True,True,20500.0,2018-03-01
2775,730,13418.0,195.0,2016-03-01,diesel,black,sedan,True,True,True,True,False,False,True,True,58300.0,2018-03-01
2776,320 Gran Turismo,25615.0,135.0,2015-03-01,diesel,blue,sedan,False,False,False,True,False,False,True,True,19000.0,2018-03-01
2777,535,130111.0,230.0,2013-11-01,diesel,blue,sedan,True,True,False,True,False,False,True,True,29600.0,2018-04-01
2778,520,183085.0,135.0,2013-07-01,diesel,black,sedan,False,True,False,False,True,False,True,True,19000.0,2018-04-01
2779,535,176673.0,230.0,2012-10-01,diesel,silver,sedan,True,True,False,True,True,True,True,True,19700.0,2018-04-01
2780,320,172230.0,135.0,2013-03-01,diesel,black,sedan,False,False,False,True,True,False,True,True,15800.0,2018-09-01
2781,520,186105.0,120.0,2011-12-01,diesel,grey,sedan,True,True,False,False,False,False,True,False,15000.0,2018-09-01
2782,316,128097.0,85.0,2013-09-01,diesel,grey,sedan,False,False,False,False,False,False,True,False,10600.0,2018-03-01
2783,320,119442.0,120.0,2012-03-01,diesel,black,sedan,True,True,False,False,False,False,True,False,14000.0,2018-03-01
2784,320,63117.0,135.0,2012-10-01,petrol,grey,sedan,False,False,False,False,False,False,False,True,14300.0,2018-03-01
2785,320,365262.0,120.0,2005-06-01,diesel,grey,sedan,True,False,False,False,False,False,True,False,3400.0,2018-03-01
2786,530,153607.0,190.0,2014-05-01,diesel,grey,sedan,True,True,True,True,True,True,True,True,23900.0,2018-03-01
2787,316,136348.0,85.0,2013-02-01,diesel,brown,sedan,False,False,False,False,False,False,True,False,11900.0,2018-03-01
2788,320 Gran Turismo,67278.0,135.0,2015-02-01,diesel,silver,sedan,False,True,False,False,True,True,True,True,15600.0,2018-03-01
2789,120,230351.0,135.0,2014-07-01,diesel,white,sedan,False,True,False,False,True,True,True,True,12900.0,2018-04-01
2790,530,188416.0,180.0,2010-04-01,diesel,black,sedan,True,True,False,False,True,False,True,False,15700.0,2018-03-01
2791,118,105764.0,105.0,2014-02-01,diesel,silver,sedan,False,False,False,False,False,False,True,False,10800.0,2018-03-01
2792,316,139719.0,85.0,2013-07-01,diesel,black,sedan,True,True,False,False,False,True,True,True,14500.0,2018-03-01
2793,318,138916.0,105.0,2014-05-01,diesel,white,sedan,False,True,False,False,True,False,True,True,13700.0,2018-03-01
2794,740,233190.0,225.0,2012-05-01,diesel,black,sedan,True,True,False,True,True,False,True,True,24100.0,2018-03-01
2795,530,98792.0,190.0,2014-03-01,diesel,blue,sedan,True,True,False,False,False,True,True,True,27400.0,2018-03-01
2796,730,72932.0,155.0,2012-12-01,diesel,brown,sedan,True,True,True,True,True,False,True,True,27100.0,2018-03-01
2797,318 Gran Turismo,167545.0,105.0,2014-01-01,diesel,black,sedan,False,True,True,False,True,False,False,True,16400.0,2018-03-01
2798,520,95235.0,120.0,2010-07-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,16800.0,2018-03-01
2799,320,194028.0,125.0,2013-01-01,petrol,black,sedan,False,True,False,False,True,False,True,False,10900.0,2018-03-01
2800,530,89330.0,190.0,2014-07-01,diesel,blue,sedan,True,True,True,True,False,False,True,True,31500.0,2018-03-01
2801,520,157773.0,135.0,2014-01-01,diesel,grey,sedan,False,True,False,True,True,False,True,True,21400.0,2018-03-01
2802,316,166736.0,85.0,2012-04-01,diesel,grey,sedan,False,True,False,False,False,True,True,False,8800.0,2018-06-01
2803,525,97153.0,160.0,2013-05-01,diesel,black,sedan,True,True,True,False,True,True,True,True,19300.0,2018-04-01
2804,740,109003.0,240.0,2008-11-01,petrol,grey,sedan,True,True,False,False,True,False,True,True,18400.0,2018-03-01
2805,318,111777.0,100.0,2013-01-01,diesel,black,sedan,False,False,False,False,True,True,True,False,14600.0,2018-03-01
2806,530,187762.0,180.0,2010-04-01,diesel,black,sedan,True,True,False,False,True,False,True,False,14600.0,2018-03-01
2807,316,119456.0,85.0,2013-02-01,diesel,grey,sedan,True,False,False,False,False,False,True,False,11400.0,2018-04-01
2808,316,128107.0,85.0,2013-05-01,diesel,blue,sedan,True,True,False,False,False,False,True,False,10900.0,2018-03-01
2809,730,191668.0,180.0,2010-04-01,diesel,black,sedan,True,True,True,False,True,False,True,True,19000.0,2018-03-01
2810,320,192323.0,120.0,2012-10-01,diesel,blue,sedan,True,True,False,False,True,False,True,True,15200.0,2018-03-01
2811,520,182464.0,135.0,2014-09-01,diesel,grey,sedan,False,True,False,False,True,False,True,True,22400.0,2018-03-01
2812,316,122120.0,85.0,2012-03-01,diesel,red,sedan,False,False,False,False,False,False,True,False,10900.0,2018-03-01
2813,320,40690.0,120.0,2013-02-01,diesel,grey,sedan,True,True,True,False,True,True,True,True,18800.0,2018-03-01
2814,525,145968.0,160.0,2015-02-01,diesel,brown,sedan,True,True,False,False,True,False,True,True,23000.0,2018-03-01
2815,520,139565.0,120.0,2013-02-01,diesel,black,sedan,True,True,False,False,True,False,True,False,15000.0,2018-03-01
2816,530,121032.0,190.0,2012-05-01,diesel,blue,sedan,False,True,False,False,True,True,True,True,24500.0,2018-03-01
2817,316,156574.0,85.0,2013-06-01,diesel,grey,sedan,False,False,False,False,False,False,True,False,10500.0,2018-03-01
2818,318,109828.0,100.0,2012-08-01,diesel,grey,sedan,False,True,False,False,False,True,True,False,11700.0,2018-03-01
2819,520,171673.0,120.0,2012-07-01,diesel,blue,sedan,True,True,False,False,False,False,True,False,14100.0,2018-03-01
2820,318,101573.0,100.0,2013-09-01,diesel,brown,sedan,True,True,False,False,False,False,True,True,14800.0,2018-04-01
2821,320,82183.0,135.0,2012-06-01,petrol,grey,sedan,False,False,False,False,False,False,False,True,13100.0,2018-03-01
2822,318,180088.0,90.0,2006-07-01,diesel,black,sedan,True,True,False,False,False,False,True,False,5700.0,2018-03-01
2823,730,113308.0,180.0,2010-03-01,diesel,black,sedan,True,True,False,False,True,False,True,True,20700.0,2018-03-01
2824,740,58299.0,235.0,2016-04-01,diesel,grey,sedan,True,True,False,True,False,False,True,True,63700.0,2018-03-01
2825,320 Gran Turismo,97574.0,135.0,2014-03-01,diesel,grey,sedan,False,True,False,True,True,True,True,False,21300.0,2018-03-01
2826,316,143376.0,85.0,2012-08-01,diesel,brown,sedan,True,False,False,False,False,False,True,False,9900.0,2018-06-01
2827,640 Gran Coupé,60970.0,230.0,2014-03-01,diesel,black,sedan,True,True,False,False,True,False,True,False,40500.0,2018-03-01
2828,318,77546.0,100.0,2014-03-01,diesel,black,sedan,True,True,False,False,True,False,True,False,14600.0,2018-03-01
2829,525,439060.0,105.0,1996-10-01,diesel,silver,sedan,False,False,True,False,False,False,True,False,100.0,2018-03-01
2830,316,140586.0,85.0,2013-07-01,diesel,black,sedan,False,True,True,False,False,False,True,False,11300.0,2018-03-01
2831,318,155980.0,100.0,2012-06-01,diesel,black,sedan,False,True,False,False,False,False,True,False,11100.0,2018-08-01
2832,318,152245.0,105.0,2013-12-01,diesel,grey,sedan,False,True,False,False,False,False,True,True,13900.0,2018-03-01
2833,525,144816.0,150.0,2010-05-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,14600.0,2018-03-01
2834,318 Gran Turismo,131006.0,105.0,2014-05-01,diesel,black,sedan,True,True,False,False,False,False,True,True,13700.0,2018-03-01
2835,320,162298.0,120.0,2014-09-01,diesel,grey,sedan,False,True,False,False,True,False,True,True,16200.0,2018-03-01
2836,520,183787.0,135.0,2014-04-01,diesel,black,sedan,True,True,True,True,True,False,True,True,19900.0,2018-03-01
2837,520,262753.0,120.0,2010-03-01,diesel,grey,sedan,True,True,False,False,False,False,True,False,9000.0,2018-03-01
2838,525,272461.0,150.0,2010-07-01,diesel,grey,sedan,True,True,True,False,True,False,True,True,12300.0,2018-03-01
2839,530,152755.0,190.0,2014-02-01,diesel,black,sedan,True,True,False,False,True,True,True,True,22100.0,2018-03-01
